credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
637,1,1,36.0,2,152606.82,1,1,1,71692.8
676,1,2,41.0,4,101457.14,1,1,1,79101.67
593,1,1,43.0,9,0.0,2,1,1,76357.43
637,3,1,28.0,3,123675.69,1,1,1,166458.41
584,1,2,26.0,0,146286.22,1,1,0,105105.35
691,1,1,38.0,7,0.0,2,0,0,81617.4
773,2,1,52.0,2,0.0,2,1,0,57337.79
661,2,2,28.0,7,95357.49,1,0,0,102297.15
850,1,2,46.0,3,0.0,2,1,1,187980.21
648,2,1,32.0,8,0.0,1,1,0,133653.38
508,1,2,25.0,2,111395.53,1,0,1,48197.06
715,1,1,21.0,6,76467.16,1,1,1,173511.72
585,3,2,39.0,7,165610.41,2,0,0,131852.01
531,2,1,37.0,1,143407.29,2,0,1,84402.46
599,2,2,28.0,4,126833.79,2,1,0,60843.09
582,1,2,43.0,5,153313.67,1,0,0,170563.73
677,2,1,18.0,8,134796.87,2,1,1,114858.9
630,1,1,28.0,9,0.0,2,0,0,32599.35
778,3,1,31.0,9,182275.23,2,1,0,190631.23
566,3,1,65.0,4,120100.41,1,1,0,107563.16
602,1,1,33.0,5,164704.38,1,0,1,180716.1
457,1,1,41.0,8,73700.12,3,1,1,185750.02
601,3,2,26.0,7,105514.69,2,1,0,50070.59
724,3,1,36.0,6,94615.11,2,1,1,10627.21
629,1,2,43.0,0,0.0,2,1,1,41263.69
627,1,1,41.0,3,0.0,2,1,0,132719.8
429,1,1,60.0,7,0.0,2,1,1,163691.48
798,1,1,34.0,9,154495.79,1,1,0,191395.88
669,1,1,29.0,7,0.0,2,1,1,138145.62
653,2,1,55.0,7,0.0,2,1,1,41967.03
676,3,2,26.0,1,108348.66,1,0,0,60231.74
684,2,1,56.0,8,78707.16,1,1,1,99398.36
665,1,1,28.0,8,137300.23,1,1,0,90174.83
562,3,1,33.0,8,92659.2,2,1,0,1354.25
528,3,1,22.0,5,93547.23,2,0,1,961.57
636,3,1,30.0,8,141787.31,2,1,1,109685.61
668,3,2,37.0,6,167864.4,1,1,0,115638.29
607,2,2,27.0,5,100912.19,1,0,0,7631.27
516,3,1,32.0,3,145166.09,2,0,0,111421.45
624,3,2,40.0,3,149961.99,2,1,0,104610.86
769,3,2,45.0,5,126674.81,1,1,0,124118.71
850,1,1,41.0,3,136416.82,1,0,1,57844.26
672,3,1,68.0,0,126061.51,2,1,1,184936.77
466,1,2,41.0,3,33563.95,2,1,0,178994.13
675,3,2,33.0,0,141816.25,1,1,0,64815.05
850,1,2,33.0,7,118004.26,1,1,0,183983.82
647,3,2,41.0,1,85906.65,3,1,0,189159.97
635,2,2,37.0,3,0.0,2,1,0,91086.73
789,1,2,32.0,7,69423.52,1,1,0,107499.39
612,3,1,42.0,5,141927.1,1,1,1,43018.98
714,2,1,44.0,7,0.0,1,0,1,6923.11
748,1,1,60.0,0,152335.7,1,1,0,126743.33
622,3,1,42.0,9,115766.26,1,0,0,72155.85
753,1,1,35.0,3,0.0,2,1,1,184843.77
705,2,1,33.0,7,68423.89,1,1,1,64872.55
554,1,2,43.0,10,0.0,2,1,0,149629.13
504,3,2,43.0,7,102365.49,1,1,0,194690.77
525,1,1,36.0,2,114628.4,1,0,1,168290.06
597,1,2,29.0,5,0.0,2,1,1,174825.57
591,1,2,42.0,10,0.0,2,0,0,171099.22
583,1,1,33.0,7,122531.86,1,1,0,13549.24
544,1,1,30.0,4,73218.89,1,0,1,126796.69
850,1,2,31.0,4,0.0,2,1,1,33082.81
601,2,2,42.0,4,96763.89,1,1,1,199242.65
669,1,1,39.0,3,119452.03,1,1,1,171575.54
492,1,1,35.0,8,121063.49,1,0,0,85421.48
630,2,2,21.0,1,85818.18,1,1,1,133102.3
658,2,2,31.0,2,36566.96,1,1,0,103644.98
639,1,2,60.0,5,162039.78,1,1,1,84361.72
493,1,1,54.0,3,167831.88,2,1,0,150159.95
598,2,2,39.0,5,0.0,2,1,1,83103.46
576,3,1,63.0,3,148843.56,1,1,0,69414.13
650,3,1,23.0,4,93911.3,2,1,0,69055.45
709,3,1,30.0,9,115479.48,2,1,1,134732.99
644,2,1,26.0,8,96659.64,2,1,1,138775.69
613,3,2,50.0,5,101242.98,2,1,0,12493.61
749,1,1,30.0,1,0.0,2,0,1,126551.65
634,1,2,36.0,1,69518.95,1,1,0,116238.39
437,1,2,43.0,6,0.0,1,1,0,148330.97
595,1,2,39.0,9,136422.41,1,1,1,151757.81
573,1,2,23.0,2,0.0,1,1,0,122964.18
636,1,2,39.0,3,118336.14,1,1,0,184691.77
648,3,1,44.0,9,111369.79,2,1,1,91947.74
756,3,2,39.0,5,149363.12,2,1,1,109098.39
622,1,2,35.0,5,0.0,2,1,0,51112.8
526,2,2,43.0,3,0.0,2,1,0,31705.19
668,2,2,69.0,9,0.0,1,0,1,134483.07
850,3,2,48.0,6,111962.99,1,1,0,111755.8
783,2,2,37.0,1,136689.66,1,1,0,197890.65
600,1,1,46.0,10,95502.21,1,0,0,19842.18
685,3,1,43.0,9,108589.47,2,0,1,194808.51
675,1,2,34.0,10,84944.58,1,0,0,146230.63
567,1,2,45.0,4,0.0,2,0,1,121053.19
630,1,1,40.0,8,0.0,2,1,1,42495.81
561,1,1,56.0,7,152759.0,2,1,0,133167.11
720,1,1,29.0,2,0.0,2,1,0,39925.52
652,1,2,40.0,4,79927.36,2,1,1,33524.6
651,3,1,34.0,2,90355.12,2,0,0,193597.94
648,3,2,43.0,1,107963.38,1,0,0,186438.86
711,1,2,28.0,8,0.0,2,0,0,105159.89
689,2,2,31.0,3,139799.63,1,0,1,120663.57
705,1,1,25.0,0,97544.29,1,0,1,59887.15
660,1,2,31.0,6,172325.67,1,0,1,45438.38
587,3,2,32.0,3,125445.04,2,1,1,130514.78
467,3,1,28.0,10,126315.26,1,1,0,32349.29
634,3,1,74.0,5,108891.7,1,1,0,10078.02
578,1,1,39.0,2,0.0,2,1,0,70563.9
850,1,1,63.0,8,169832.57,1,0,0,184107.26
714,3,1,28.0,7,77776.39,1,1,0,177737.07
718,1,1,35.0,3,97560.16,1,1,1,53511.74
524,1,1,28.0,1,93577.3,1,1,1,51670.82
601,2,2,44.0,4,0.0,2,1,0,58561.31
733,3,1,40.0,5,125725.02,2,1,1,50783.1
755,3,2,30.0,6,154221.37,2,0,1,62688.55
555,1,2,26.0,7,0.0,2,1,0,93122.41
522,3,1,32.0,8,124450.36,2,1,1,165786.1
850,1,1,38.0,1,0.0,2,1,1,80006.65
624,1,1,42.0,3,145155.37,1,1,0,72169.95
616,1,1,37.0,5,144235.73,2,0,0,154957.66
679,3,2,50.0,6,132598.38,2,1,1,184017.98
769,1,2,38.0,2,0.0,2,0,0,75578.67
526,3,1,61.0,6,133845.28,2,1,1,45180.8
646,1,1,36.0,6,124445.52,1,1,0,88481.32
588,3,2,37.0,7,70258.88,2,1,0,139607.61
419,2,2,27.0,2,121580.42,1,0,1,134720.51
759,1,2,38.0,1,104091.29,1,0,0,91561.91
647,1,2,42.0,9,0.0,2,1,1,51362.82
554,3,1,43.0,5,99906.89,1,0,0,24983.39
710,1,1,54.0,6,171137.62,1,1,1,167023.95
632,1,1,32.0,6,111589.33,1,1,1,170382.99
570,1,2,43.0,9,0.0,2,0,1,11417.26
740,2,2,31.0,8,0.0,2,0,0,86657.48
653,2,2,36.0,3,0.0,2,0,0,110525.6
641,3,1,41.0,7,104405.54,3,1,0,17384.21
481,1,1,37.0,8,152303.66,2,1,1,175082.2
535,1,2,29.0,5,0.0,2,0,1,52709.55
528,2,1,36.0,7,0.0,2,1,0,60536.56
756,1,2,32.0,4,0.0,2,1,0,147040.25
677,3,2,44.0,4,148770.61,2,1,1,191057.76
668,3,2,46.0,7,161806.09,1,1,1,173052.19
617,2,2,37.0,9,101707.8,1,1,0,123866.28
727,3,1,58.0,5,106913.43,1,1,0,25881.0
716,1,2,22.0,8,0.0,2,1,1,92606.98
452,1,2,32.0,5,0.0,2,0,1,75279.39
599,3,1,38.0,9,89111.63,1,0,0,157239.6
439,1,2,43.0,8,0.0,1,0,1,104889.3
627,1,1,31.0,8,128131.73,1,1,0,96131.47
543,2,2,41.0,4,0.0,1,0,0,194902.16
683,1,2,42.0,8,0.0,2,0,1,198134.9
648,2,2,43.0,7,81153.82,1,1,1,144532.85
699,1,1,28.0,7,0.0,2,1,1,22684.78
665,3,1,63.0,7,104469.58,1,1,1,25165.36
673,2,2,35.0,6,0.0,2,1,0,98618.79
657,3,2,38.0,5,123770.46,1,0,0,47019.66
707,1,1,33.0,2,0.0,2,0,0,130866.95
677,3,2,39.0,0,111213.64,2,1,1,147578.26
727,2,2,52.0,1,154733.97,1,1,0,80259.67
850,3,1,38.0,5,146756.68,1,1,0,78268.61
554,1,2,38.0,4,137654.05,2,1,1,172629.67
498,3,1,45.0,7,109200.74,2,0,1,165990.44
749,2,1,34.0,2,0.0,1,0,0,174189.04
684,2,2,36.0,5,174180.39,1,1,0,119830.08
527,2,1,33.0,9,132168.28,1,0,0,98734.15
593,3,2,38.0,5,85626.6,1,1,1,125079.65
561,3,2,49.0,1,102025.32,1,1,0,133051.64
628,1,1,32.0,9,149136.31,2,1,1,16402.11
652,3,2,26.0,1,131908.35,1,1,1,179269.79
741,1,1,32.0,8,0.0,2,1,0,143598.7
767,1,2,34.0,8,0.0,2,1,0,94767.77
470,2,1,34.0,9,0.0,2,0,1,89013.67
707,2,2,52.0,7,0.0,1,1,0,109688.82
679,1,1,48.0,8,0.0,2,1,0,23344.94
660,3,2,52.0,4,86891.84,1,1,0,90877.76
670,2,1,35.0,2,124268.64,2,0,1,84321.03
776,1,2,31.0,2,0.0,2,1,1,112349.51
577,1,2,39.0,10,0.0,2,1,0,10553.31
631,1,2,31.0,8,137687.72,1,1,0,190067.12
752,3,2,38.0,10,101648.5,2,1,0,172001.44
748,1,1,40.0,0,0.0,1,0,0,60416.76
684,2,2,31.0,8,0.0,2,1,0,188637.05
648,1,1,33.0,7,134944.0,1,1,1,117036.38
587,2,1,45.0,6,0.0,1,0,0,158684.81
547,1,1,62.0,10,127738.75,2,1,1,85153.0
559,2,2,40.0,5,139129.44,1,0,1,32635.54
614,3,2,39.0,8,125997.22,1,1,1,128049.34
790,1,2,40.0,9,0.0,2,1,1,70607.1
427,1,1,37.0,5,0.0,2,1,1,121485.1
700,2,1,28.0,8,159900.38,1,0,0,22698.56
749,1,1,40.0,1,139290.41,1,1,0,182855.42
734,2,2,43.0,3,55853.33,2,0,1,94811.85
792,1,2,70.0,3,0.0,2,1,1,172240.27
473,1,2,33.0,5,125827.43,1,0,1,145698.73
640,2,2,32.0,6,118879.35,2,1,1,19131.71
580,3,2,33.0,7,131647.01,2,0,0,79775.19
749,3,1,54.0,3,144768.94,1,1,0,93336.3
628,1,1,30.0,8,89182.09,1,1,1,13126.9
533,1,1,36.0,7,97208.46,1,0,1,156731.91
497,3,1,41.0,5,80542.81,1,0,0,88729.22
573,2,1,56.0,3,154669.77,1,0,1,115462.27
808,2,1,25.0,7,0.0,2,0,1,23180.37
638,1,1,34.0,5,133501.36,1,0,1,155643.04
648,2,2,27.0,7,0.0,2,1,1,163060.43
613,1,2,27.0,5,125167.74,1,1,0,199104.52
624,2,2,36.0,10,0.0,2,0,1,186180.42
675,1,1,39.0,7,0.0,2,0,1,36267.21
454,1,1,34.0,4,0.0,2,1,0,198817.72
691,1,1,41.0,2,0.0,1,1,1,56850.92
644,3,2,34.0,10,122196.99,2,1,1,182099.71
787,1,2,35.0,1,106266.8,1,1,1,16607.15
598,2,2,23.0,6,0.0,2,1,0,153229.19
516,1,2,43.0,2,112773.73,2,1,1,139366.58
466,3,1,41.0,2,152102.18,2,1,0,181879.56
555,1,1,55.0,4,146798.81,1,1,1,74149.77
625,1,1,31.0,5,0.0,2,0,1,90.07
841,3,2,33.0,7,154969.79,2,1,1,99505.75
750,3,2,37.0,1,133199.71,2,1,1,27366.77
714,2,2,33.0,10,103121.33,2,1,1,49672.01
704,1,1,36.0,3,114370.41,1,0,1,66810.48
670,3,2,42.0,5,49508.79,3,1,1,100324.01
532,2,2,39.0,0,0.0,2,1,0,94977.3
677,2,2,43.0,3,133214.88,2,1,1,95936.84
803,3,2,50.0,8,98173.02,1,0,0,22457.25
850,3,2,36.0,3,169025.83,1,1,0,174235.06
730,2,1,38.0,5,118866.36,1,1,1,163317.5
725,3,1,45.0,8,116917.07,1,0,0,173464.43
729,2,2,45.0,7,91091.06,2,1,0,71133.12
602,2,1,33.0,5,0.0,2,0,1,64038.34
663,1,1,34.0,10,0.0,1,1,1,114083.73
717,1,2,41.0,3,135756.96,1,1,1,103706.41
653,1,2,31.0,7,102575.04,1,1,1,11043.54
474,1,1,33.0,5,0.0,2,1,0,181945.52
699,1,1,39.0,9,0.0,1,1,0,80963.92
688,2,1,36.0,0,89772.3,1,1,0,177383.68
586,3,1,32.0,1,149814.54,1,1,0,31830.06
689,2,2,28.0,3,0.0,2,1,1,192449.02
850,1,1,42.0,0,0.0,2,1,0,44165.84
595,3,2,26.0,8,118547.72,1,1,1,151192.18
645,1,1,31.0,7,161171.7,2,1,0,12599.94
696,2,1,28.0,8,0.0,1,0,0,176713.47
850,2,1,38.0,7,115378.94,1,0,1,162087.82
578,3,1,37.0,1,135650.88,1,1,0,199428.19
709,3,1,28.0,8,124695.72,2,1,0,145251.35
468,1,1,36.0,3,61636.97,1,0,0,107787.42
550,1,1,44.0,9,0.0,2,1,0,26257.01
561,3,1,49.0,5,94754.0,1,1,1,26691.31
648,1,1,23.0,9,168372.52,1,1,0,134676.72
776,1,1,37.0,2,0.0,1,0,1,8065.0
550,1,1,34.0,8,122359.5,1,0,0,116495.55
512,1,2,75.0,2,0.0,1,1,0,123304.62
602,1,1,23.0,7,113758.48,2,0,0,84077.6
781,1,2,28.0,4,0.0,2,1,0,177703.15
731,2,2,40.0,5,171325.98,1,1,1,159718.27
711,1,1,28.0,8,0.0,2,1,1,64286.39
720,1,1,26.0,10,51962.91,2,1,0,45507.24
748,3,2,27.0,2,90971.85,1,1,1,131662.47
538,1,1,37.0,1,134752.08,1,1,0,162511.55
656,1,2,75.0,3,0.0,2,1,1,1276.87
585,3,1,36.0,5,146050.97,2,0,0,86424.57
738,3,1,35.0,6,101744.84,1,0,0,85185.44
659,2,2,38.0,9,0.0,2,1,1,35701.06
614,2,2,40.0,3,113348.5,1,1,1,77789.01
620,3,2,25.0,1,137712.01,1,1,1,76197.05
757,3,2,43.0,5,131433.33,2,1,1,3497.43
551,3,1,50.0,1,121399.98,1,0,1,84508.44
593,1,2,46.0,7,98752.51,1,1,0,145560.38
708,1,2,34.0,4,0.0,1,1,1,62868.33
683,2,1,40.0,4,95053.1,1,1,1,116816.54
600,1,1,40.0,1,141136.79,1,1,1,67803.83
731,2,1,25.0,8,96950.21,1,1,0,97877.92
791,3,1,31.0,1,130240.33,1,0,0,96546.55
756,1,2,23.0,1,112568.31,1,1,1,113408.11
701,1,1,30.0,3,156660.72,2,1,0,45742.42
763,2,2,37.0,6,0.0,2,1,1,149705.25
757,3,2,30.0,6,161378.02,1,0,0,71926.28
479,3,1,35.0,4,138718.92,1,1,1,47251.79
654,3,1,31.0,5,150593.59,2,1,1,105218.45
746,1,2,21.0,8,166883.07,2,0,1,194563.65
645,2,1,38.0,1,68079.8,1,0,1,166264.89
681,2,1,33.0,10,0.0,1,0,0,158336.36
610,1,1,33.0,4,111582.11,1,0,0,113943.17
838,1,2,34.0,8,0.0,2,1,0,27472.07
630,1,1,37.0,6,0.0,2,1,1,82647.65
785,1,2,36.0,4,135438.4,1,0,0,190627.01
655,2,1,37.0,1,0.0,1,1,1,106040.97
701,2,1,35.0,10,159693.9,2,1,1,71173.64
666,2,1,43.0,5,0.0,2,1,0,29346.1
529,1,2,29.0,8,0.0,2,1,0,19842.11
636,3,2,37.0,9,157098.52,1,1,1,153535.27
551,1,2,36.0,5,0.0,1,1,0,183479.12
601,1,1,44.0,3,0.0,2,1,0,30607.11
592,1,2,38.0,4,0.0,2,1,0,35338.96
472,2,1,40.0,4,0.0,1,1,0,70154.22
594,3,1,28.0,5,185013.02,1,1,0,16481.12
415,1,1,32.0,5,145807.59,1,1,1,3064.65
604,2,1,40.0,5,155455.43,1,0,1,113581.85
745,1,2,40.0,6,131184.67,1,1,1,49815.62
539,2,1,36.0,6,0.0,3,1,1,118959.64
704,1,1,39.0,5,0.0,1,1,0,6416.92
709,1,1,37.0,7,0.0,1,1,0,159486.76
619,2,2,41.0,8,0.0,3,1,1,79866.73
618,1,1,34.0,5,134954.53,1,1,1,151954.39
667,1,1,44.0,2,122806.95,1,0,0,15120.86
614,2,2,41.0,7,146997.64,2,0,0,137791.18
792,2,1,47.0,0,0.0,1,1,1,5557.88
774,1,2,42.0,3,137781.65,1,0,0,199316.19
729,3,2,42.0,4,97495.8,2,0,0,2002.5
657,2,1,31.0,3,125167.02,1,0,0,98820.39
544,3,1,37.0,2,79731.91,1,1,1,57558.95
652,2,1,58.0,6,0.0,2,0,1,170025.43
749,3,1,22.0,4,94762.16,2,1,1,42241.54
799,3,1,28.0,7,167658.33,2,1,1,111138.25
499,1,2,28.0,4,141792.61,1,1,1,22001.91
664,3,1,25.0,6,172812.72,2,1,1,108008.65
657,2,2,37.0,0,163607.18,1,0,1,44203.55
678,2,2,40.0,4,113794.22,1,1,0,16618.76
474,3,2,37.0,5,142688.57,2,1,1,110953.33
564,1,2,28.0,1,0.0,1,1,1,162428.05
558,1,2,47.0,9,0.0,2,1,0,103787.28
616,1,2,37.0,6,0.0,2,1,0,86242.18
503,1,2,37.0,8,0.0,2,1,1,97893.32
661,1,1,41.0,5,0.0,1,0,1,88279.6
726,1,2,44.0,2,0.0,2,1,1,26733.86
790,2,1,46.0,8,182364.53,1,0,0,139266.48
793,2,1,63.0,0,0.0,2,0,1,27166.75
591,1,1,49.0,3,0.0,2,1,0,50123.44
606,2,1,37.0,8,154712.58,2,1,0,89099.18
850,2,2,50.0,10,0.0,2,1,1,33741.84
687,2,1,31.0,3,0.0,2,0,0,48228.1
679,1,1,47.0,10,198546.1,2,1,0,191198.92
715,1,1,37.0,9,165252.52,1,1,0,85286.3
557,2,1,48.0,10,0.0,2,1,1,185094.48
817,1,1,34.0,5,129278.43,1,0,0,165562.84
504,3,1,32.0,8,170291.22,2,0,1,15658.99
545,1,1,30.0,3,0.0,2,1,0,170307.43
614,1,2,27.0,9,106414.57,2,0,0,77500.81
683,1,1,30.0,8,110829.52,2,0,0,24938.84
850,1,1,31.0,4,0.0,2,0,0,152298.28
499,1,2,38.0,9,0.0,2,0,1,183042.2
684,3,1,37.0,4,138476.41,2,1,1,52367.29
726,1,1,34.0,9,0.0,2,0,0,14121.61
637,2,1,43.0,8,0.0,1,1,0,12156.93
514,1,1,38.0,4,112230.38,1,1,0,16717.11
579,2,1,33.0,1,0.0,2,1,1,54816.57
825,2,2,32.0,1,0.0,2,1,1,42935.15
549,1,2,38.0,8,107283.4,1,0,0,157442.75
511,1,2,46.0,1,0.0,1,1,1,115779.48
833,1,2,34.0,3,144751.81,1,0,0,166472.81
577,3,2,59.0,7,111396.97,1,0,1,191070.01
676,1,2,61.0,8,0.0,2,1,1,118522.73
691,1,1,24.0,6,0.0,2,1,1,92811.2
679,1,2,24.0,6,114948.76,2,0,1,135768.25
850,3,1,61.0,3,141784.02,1,1,1,92053.75
689,3,1,33.0,2,161814.64,2,1,0,169381.9
491,1,2,36.0,0,53369.13,1,1,1,103934.12
714,1,2,24.0,7,0.0,2,1,0,166335.0
513,1,1,30.0,5,0.0,2,1,0,162523.66
630,3,2,23.0,4,137964.51,1,0,1,174570.55
750,2,1,22.0,3,121681.82,1,1,0,128643.35
443,3,1,59.0,4,110939.3,1,1,0,72846.58
675,2,1,31.0,2,90826.27,2,1,0,60270.87
632,1,1,40.0,3,193354.86,2,1,0,149188.41
710,3,2,24.0,2,110407.44,2,0,0,15832.43
701,1,1,51.0,9,0.0,2,0,0,61961.57
572,3,1,51.0,8,97750.07,3,1,1,193014.26
731,2,2,39.0,2,126816.18,1,1,1,74850.93
633,1,1,40.0,4,150578.0,1,0,1,34670.62
696,2,1,40.0,3,153639.11,1,1,1,138351.68
710,1,1,21.0,4,109130.96,2,1,1,56191.99
594,1,1,36.0,6,153880.15,1,0,0,135431.72
606,1,1,40.0,5,0.0,2,1,1,70899.27
568,2,2,27.0,1,116320.68,1,0,1,45563.94
579,1,2,33.0,1,65667.79,2,0,0,164608.98
748,1,1,38.0,4,115221.36,1,0,1,70956.75
639,1,1,43.0,6,99610.92,2,1,0,187296.78
605,1,1,36.0,7,128829.25,1,1,0,190588.59
796,3,1,40.0,2,113228.38,2,1,1,46415.09
704,1,1,42.0,8,129735.3,2,1,1,179565.57
707,2,1,44.0,3,0.0,2,1,1,135077.01
756,3,1,36.0,2,136815.64,1,1,1,170041.95
730,1,2,34.0,5,74197.38,2,1,0,96875.52
781,1,2,19.0,3,0.0,2,1,1,124297.32
520,1,2,29.0,8,95947.76,1,1,0,4696.44
670,1,1,36.0,7,0.0,2,0,0,59571.5
664,1,1,48.0,10,0.0,1,1,0,140173.17
525,2,2,47.0,6,118560.0,1,1,0,82522.61
716,3,1,41.0,8,126145.54,2,1,1,138051.19
646,3,2,30.0,10,100548.67,2,0,0,136983.77
730,1,2,47.0,7,0.0,1,1,0,33373.26
643,2,2,35.0,6,0.0,2,1,1,41549.64
710,2,1,33.0,1,0.0,2,1,0,168313.17
637,1,1,60.0,3,0.0,2,1,1,70174.03
539,1,1,39.0,3,0.0,2,1,0,36692.17
542,1,2,31.0,3,0.0,2,1,1,115217.59
643,3,1,41.0,7,154902.66,1,1,1,49667.28
446,2,2,45.0,10,125191.69,1,1,1,128260.86
819,1,2,39.0,9,133102.92,1,1,0,27046.46
705,1,2,49.0,7,0.0,1,1,0,63405.2
503,2,1,31.0,4,0.0,2,1,1,21645.06
554,2,1,46.0,4,0.0,2,0,1,57320.92
850,1,1,49.0,6,128663.9,1,1,0,65769.3
662,1,1,26.0,0,0.0,2,0,1,72929.96
593,1,1,35.0,9,114193.24,1,1,0,71154.1
733,1,1,51.0,10,141556.96,1,1,0,130189.53
444,1,2,45.0,4,0.0,2,1,0,161653.5
671,3,2,34.0,6,37266.67,2,0,0,156917.12
743,1,1,32.0,9,0.0,2,1,0,175252.78
750,2,2,33.0,3,161801.47,1,0,1,153288.97
697,2,2,25.0,5,82931.85,2,1,1,128373.88
666,1,1,30.0,7,109805.3,1,0,1,163625.56
575,2,2,37.0,0,0.0,2,0,0,30114.32
806,1,2,32.0,3,63763.49,1,1,0,156593.09
437,1,1,49.0,9,111634.29,2,0,1,166440.32
560,1,2,30.0,0,108883.29,1,1,0,27914.95
577,1,2,34.0,2,0.0,2,1,1,84033.35
672,2,1,43.0,5,0.0,2,1,1,64515.5
594,3,2,32.0,4,120074.97,2,1,1,162961.79
771,3,1,32.0,9,77487.2,1,0,0,33143.04
673,3,1,36.0,5,73088.06,2,0,0,196142.26
711,1,2,35.0,8,0.0,1,1,1,67508.01
682,1,2,42.0,0,0.0,1,0,1,91981.85
539,2,1,28.0,5,0.0,2,1,0,48382.4
774,1,1,60.0,5,85891.55,1,1,0,74135.48
560,2,2,31.0,5,125341.69,1,1,0,79547.39
834,1,2,49.0,8,160602.25,2,1,0,129273.94
592,1,2,66.0,5,149950.19,1,1,1,76267.59
639,2,1,34.0,7,149940.04,2,0,0,156648.81
670,2,1,43.0,1,97792.21,1,0,0,120225.62
668,3,2,39.0,0,122104.79,1,1,0,112946.67
704,1,1,31.0,5,132084.66,3,1,1,54474.48
663,2,2,28.0,8,61274.7,2,1,0,136054.45
595,2,2,23.0,10,101126.66,2,0,0,37042.8
850,1,1,30.0,6,86449.39,1,1,1,188809.23
767,2,1,47.0,5,0.0,1,1,0,121964.46
850,3,2,27.0,8,111837.78,2,1,1,110805.79
609,1,1,32.0,7,71872.19,1,1,1,151924.9
850,1,2,35.0,2,128548.49,4,1,0,75478.95
647,3,1,52.0,7,130013.12,1,1,1,190806.36
489,3,1,38.0,2,126444.08,2,1,1,82662.73
553,1,1,33.0,4,118082.89,1,0,0,94440.45
677,3,1,28.0,0,143988.0,2,1,0,8755.69
690,3,1,31.0,2,137260.45,2,1,0,55387.28
683,1,1,43.0,2,112499.42,2,1,0,30375.18
602,3,1,35.0,7,90602.42,2,1,1,51695.41
647,2,1,32.0,9,80958.36,1,1,1,128590.73
655,1,2,32.0,2,0.0,1,1,1,71047.51
501,1,1,42.0,9,114631.23,1,0,1,91429.74
829,1,2,22.0,7,150126.44,1,1,0,152107.93
552,2,1,55.0,3,0.0,1,1,1,40333.94
717,3,2,64.0,10,98362.35,2,1,1,21630.21
520,1,1,30.0,3,143396.54,2,1,1,898.51
710,3,1,58.0,7,170113.0,2,0,1,10494.64
655,3,1,41.0,8,125561.97,1,0,0,164040.94
750,2,2,39.0,7,119565.92,1,1,0,87067.73
726,1,2,24.0,6,0.0,2,1,1,54724.03
417,1,1,34.0,7,0.0,2,1,0,55003.79
529,2,1,35.0,5,0.0,2,1,1,187288.5
669,2,1,22.0,10,0.0,2,1,0,176163.74
575,2,2,37.0,9,133292.45,1,1,0,111175.09
593,2,1,35.0,4,161637.75,1,1,1,20008.46
645,2,1,44.0,8,113755.78,2,1,0,149756.71
741,1,1,42.0,6,106036.52,1,1,0,194686.78
607,1,2,39.0,10,0.0,3,1,0,132741.13
443,1,2,35.0,9,108308.0,1,1,0,129031.19
790,3,2,25.0,5,152885.77,1,1,0,58214.79
737,1,1,44.0,7,0.0,2,0,0,57898.58
639,3,1,35.0,10,128173.9,2,1,0,59093.39
850,3,2,26.0,8,123126.29,1,1,0,74425.41
591,2,2,40.0,1,86376.29,1,0,1,136767.16
797,1,2,29.0,1,0.0,2,1,1,132975.39
599,1,1,30.0,9,105443.68,1,1,1,121124.53
635,1,2,40.0,10,123497.58,1,1,0,131953.23
596,3,1,54.0,1,123544.0,1,1,1,120314.75
710,3,1,49.0,10,129164.88,1,1,1,193266.72
678,2,1,28.0,5,138668.18,1,1,1,54144.01
613,3,1,59.0,8,91415.76,1,0,0,27965.0
696,3,1,32.0,8,101160.99,1,1,1,115916.55
676,1,1,30.0,1,128207.23,1,1,1,55400.17
623,1,1,28.0,7,0.0,1,0,0,129526.57
729,2,2,28.0,0,0.0,2,1,1,31165.06
718,1,1,48.0,9,0.0,2,1,1,72105.63
850,2,1,28.0,9,97408.03,1,1,1,175853.64
615,1,1,34.0,1,83503.11,2,1,1,73124.53
685,3,1,57.0,7,101868.51,1,0,1,113483.96
485,1,1,41.0,2,100254.76,2,1,1,12706.67
630,3,1,50.0,3,129370.91,4,1,1,47775.34
744,2,2,30.0,1,124037.28,1,1,1,142210.94
584,1,1,49.0,8,172713.44,1,1,0,113860.81
715,3,2,37.0,9,105489.31,1,0,0,143096.49
850,3,1,44.0,3,140393.65,2,0,1,186285.52
628,3,1,33.0,8,152143.89,1,1,1,32174.03
835,1,1,28.0,2,163569.61,2,1,1,154559.28
717,1,2,22.0,5,112465.06,1,1,1,92977.75
744,2,1,44.0,5,120654.68,1,1,0,82290.81
671,3,1,51.0,3,96891.46,1,1,0,176403.33
688,3,1,26.0,8,146133.39,1,1,1,175296.76
705,1,1,38.0,1,189443.72,1,0,1,106648.58
762,1,2,44.0,7,159316.64,1,0,0,24780.13
430,3,2,66.0,6,135392.31,2,1,1,172852.06
573,1,1,40.0,7,147754.68,1,1,1,110454.46
724,1,1,31.0,5,0.0,1,1,0,134889.95
758,1,2,33.0,7,0.0,1,1,0,188156.34
738,1,2,38.0,7,0.0,2,0,0,69227.42
694,1,2,22.0,4,0.0,2,1,1,11525.72
581,1,2,55.0,6,0.0,1,1,1,22442.13
